2022-06-06T17:39:21.999019,33
2022-06-06T17:39:28.413795,35
2022-06-06T17:39:30.004797,35
2022-06-06T17:39:40.001691,35
2022-06-06T17:39:50.003776,35
2022-06-06T17:40:00.002446,35
2022-06-06T17:40:10.003671,35
2022-06-06T17:40:20.003837,35
2022-06-06T17:40:30.000625,35
2022-06-06T17:40:40.003235,35
2022-06-06T17:40:50.000855,35
2022-06-06T17:41:00.000959,35
2022-06-06T17:41:10.000423,35
2022-06-06T17:41:20.002909,35
2022-06-06T17:41:30.003971,35
2022-06-06T17:41:40.004514,35
2022-06-06T17:41:50.002862,35
2022-06-06T17:42:00.004827,35
2022-06-06T17:42:10.004782,35
2022-06-06T17:42:20.004293,35
2022-06-06T17:42:30.003849,34
2022-06-06T17:42:40.002262,34
2022-06-06T17:42:50.004025,34
2022-06-06T17:43:00.002494,34
2022-06-06T17:43:10.003674,34
2022-06-06T17:43:20.004514,34
2022-06-06T17:43:30.005256,34
2022-06-06T17:43:40.001910,34
2022-06-06T17:43:50.001012,34
2022-06-06T17:44:00.002456,34
2022-06-06T17:44:10.002058,32
2022-06-06T17:44:20.004646,32
2022-06-06T17:44:30.003343,33
2022-06-06T17:44:40.000545,33
2022-06-06T17:44:50.000653,33
2022-06-06T17:45:00.003756,33
2022-06-06T17:45:10.005464,33
2022-06-06T17:45:20.001017,34
2022-06-06T17:45:30.002502,34
2022-06-06T17:45:40.004757,34
2022-06-06T17:45:50.001097,34
2022-06-06T17:46:00.002552,34
2022-06-06T17:46:10.004801,34
2022-06-06T17:46:20.000436,34
2022-06-06T17:46:30.003701,34
2022-06-06T17:46:40.000370,34
2022-06-06T17:46:50.000994,36
2022-06-06T17:47:00.004770,36
2022-06-06T17:47:10.001105,36
2022-06-06T17:47:20.003291,36
2022-06-06T17:47:30.005468,36
2022-06-06T17:47:40.004438,36
2022-06-06T17:47:50.004031,36
2022-06-06T17:48:00.004269,36
2022-06-06T17:48:10.002396,36
2022-06-06T17:48:20.000599,36
2022-06-06T17:48:30.000451,36
2022-06-06T17:48:40.002399,36
2022-06-06T17:48:50.000659,36
2022-06-06T17:49:00.003231,36
2022-06-06T17:49:10.003611,36
2022-06-06T17:49:20.000496,36
2022-06-06T17:49:30.004691,36
2022-06-06T17:49:40.004225,36
2022-06-06T17:49:50.004163,36
2022-06-06T17:50:00.004288,36
2022-06-06T17:50:10.004131,36
2022-06-06T17:50:20.002295,36
2022-06-06T17:50:30.003432,36
2022-06-06T17:50:40.003037,36
2022-06-06T17:50:50.002616,36
2022-06-06T17:51:00.002482,36
2022-06-06T17:51:10.001272,36
2022-06-06T17:51:20.002179,36
2022-06-06T17:51:30.002383,36
2022-06-06T17:51:40.002213,36
2022-06-06T17:51:50.003903,36
2022-06-06T17:52:00.002841,36
2022-06-06T17:52:10.002838,36
2022-06-06T17:52:20.004096,36
2022-06-06T17:52:30.003000,36
2022-06-06T17:52:40.002908,36
2022-06-06T17:52:50.000514,36
2022-06-06T17:53:00.003893,36
2022-06-06T17:53:10.003932,36
2022-06-06T17:53:20.003801,36
2022-06-06T17:53:30.002444,36
2022-06-06T17:53:40.001094,36
2022-06-06T17:53:50.001207,36
2022-06-06T17:54:00.002185,36
2022-06-06T17:54:10.002162,36
2022-06-06T17:54:20.005053,36
2022-06-06T17:54:30.003370,36
2022-06-06T17:54:40.002531,36
2022-06-06T17:54:50.002271,36
2022-06-06T17:55:00.004404,36
2022-06-06T17:55:10.003312,36
2022-06-06T17:55:20.004691,36
2022-06-06T17:55:30.001561,36
2022-06-06T17:55:40.000444,36
2022-06-06T17:55:50.000606,36
2022-06-06T17:56:00.004736,36
2022-06-06T17:56:10.004704,36
2022-06-06T17:56:20.004531,36
2022-06-06T17:56:30.000908,36
2022-06-06T17:56:40.004315,36
2022-06-06T17:56:50.002638,36
2022-06-06T17:57:00.001558,36
2022-06-06T17:57:10.000711,36
2022-06-06T17:57:20.004048,37
2022-06-06T17:57:30.002631,37
2022-06-06T17:57:40.000669,37
