date,optics,simple
2022-06-09T18:19:00+02:00,232,
2022-06-09T18:20:00+02:00,249,
2022-06-09T18:21:00+02:00,216,
2022-06-09T18:22:00+02:00,222,
2022-06-09T18:23:00+02:00,217,
2022-06-09T18:24:00+02:00,187,
2022-06-09T18:25:00+02:00,200,
2022-06-09T18:26:00+02:00,193,
2022-06-09T18:27:00+02:00,205,
2022-06-09T18:28:00+02:00,207,
2022-06-09T18:29:00+02:00,182,
2022-06-09T18:30:00+02:00,186,
2022-06-09T18:31:00+02:00,208,
2022-06-09T18:32:00+02:00,191,
2022-06-09T18:33:00+02:00,185,
2022-06-09T18:34:00+02:00,166,
2022-06-09T18:35:00+02:00,175,
2022-06-09T18:36:00+02:00,168,
2022-06-09T18:37:00+02:00,172,
2022-06-09T18:38:00+02:00,166,
2022-06-09T18:39:00+02:00,193,
2022-06-09T18:40:00+02:00,170,
2022-06-09T18:41:00+02:00,174,
2022-06-09T18:42:00+02:00,175,
2022-06-09T18:43:00+02:00,181,
2022-06-09T18:44:00+02:00,192,
2022-06-09T18:45:00+02:00,227,
2022-06-09T18:46:00+02:00,215,
2022-06-09T18:47:00+02:00,218,
2022-06-09T18:48:00+02:00,210,
2022-06-09T18:49:00+02:00,224,
2022-06-09T18:50:00+02:00,206,
2022-06-09T18:51:00+02:00,219,
2022-06-09T18:52:00+02:00,227,
2022-06-09T18:53:00+02:00,236,
2022-06-09T18:54:00+02:00,232,
2022-06-09T18:55:00+02:00,222,
2022-06-09T18:56:00+02:00,225,
2022-06-09T18:57:00+02:00,211,
2022-06-09T18:58:00+02:00,207,
2022-06-09T18:59:00+02:00,210,
2022-06-09T19:00:00+02:00,188,
2022-06-09T19:01:00+02:00,202,
2022-06-09T19:02:00+02:00,205,
2022-06-09T19:03:00+02:00,211,
2022-06-09T19:04:00+02:00,229,
2022-06-09T19:05:00+02:00,216,
2022-06-09T19:06:00+02:00,202,
2022-06-09T19:07:00+02:00,210,
2022-06-09T19:08:00+02:00,206,
2022-06-09T19:09:00+02:00,221,
2022-06-09T19:10:00+02:00,214,
2022-06-09T19:11:00+02:00,222,
2022-06-09T19:12:00+02:00,232,
2022-06-09T19:13:00+02:00,224,
2022-06-09T19:14:00+02:00,229,
2022-06-09T19:15:00+02:00,237,
2022-06-09T19:16:00+02:00,236,
2022-06-09T19:17:00+02:00,228,
2022-06-09T19:18:00+02:00,226,
2022-06-09T19:19:00+02:00,232,
2022-06-09T19:20:00+02:00,226,
2022-06-09T19:21:00+02:00,243,
2022-06-09T19:22:00+02:00,210,
2022-06-09T19:23:00+02:00,223,
2022-06-09T19:24:00+02:00,253,
2022-06-09T19:25:00+02:00,239,
2022-06-09T19:26:00+02:00,213,
2022-06-09T19:27:00+02:00,216,
2022-06-09T19:28:00+02:00,217,
2022-06-09T19:29:00+02:00,225,
2022-06-09T19:30:00+02:00,231,
2022-06-09T19:31:00+02:00,216,
2022-06-09T19:32:00+02:00,225,
2022-06-09T19:33:00+02:00,222,
2022-06-09T19:34:00+02:00,236,
2022-06-09T19:35:00+02:00,217,
2022-06-09T19:36:00+02:00,223,
2022-06-09T19:37:00+02:00,221,
2022-06-09T19:38:00+02:00,215,
2022-06-09T19:39:00+02:00,225,
2022-06-09T19:40:00+02:00,217,
2022-06-09T19:41:00+02:00,213,
2022-06-09T19:42:00+02:00,219,
2022-06-09T19:43:00+02:00,223,
2022-06-09T19:44:00+02:00,221,
2022-06-09T19:45:00+02:00,232,
2022-06-09T19:46:00+02:00,208,
2022-06-09T19:47:00+02:00,242,
2022-06-09T19:48:00+02:00,206,
2022-06-09T19:49:00+02:00,225,
2022-06-09T19:50:00+02:00,215,
2022-06-09T19:51:00+02:00,207,
2022-06-09T19:52:00+02:00,211,
2022-06-09T19:53:00+02:00,220,
2022-06-09T19:54:00+02:00,222,
2022-06-09T19:55:00+02:00,230,
2022-06-09T19:56:00+02:00,222,
2022-06-09T19:57:00+02:00,258,
2022-06-09T19:58:00+02:00,243,
2022-06-09T19:59:00+02:00,249,
2022-06-09T20:00:00+02:00,262,
2022-06-09T20:01:00+02:00,288,
2022-06-09T20:02:00+02:00,256,
2022-06-09T20:03:00+02:00,228,
2022-06-09T20:04:00+02:00,248,
2022-06-09T20:05:00+02:00,246,
2022-06-09T20:06:00+02:00,214,
2022-06-09T20:07:00+02:00,232,
2022-06-09T20:08:00+02:00,236,
2022-06-09T20:09:00+02:00,210,
2022-06-09T20:10:00+02:00,214,
2022-06-09T20:11:00+02:00,232,
2022-06-09T20:12:00+02:00,228,
2022-06-09T20:13:00+02:00,226,
2022-06-09T20:14:00+02:00,208,
2022-06-09T20:15:00+02:00,205,
2022-06-09T20:16:00+02:00,228,
2022-06-09T20:17:00+02:00,220,
2022-06-09T20:18:00+02:00,197,
2022-06-09T20:19:00+02:00,206,
2022-06-09T20:20:00+02:00,210,
2022-06-09T20:21:00+02:00,202,
2022-06-09T20:22:00+02:00,209,
2022-06-09T20:23:00+02:00,212,
2022-06-09T20:24:00+02:00,200,
2022-06-09T20:25:00+02:00,220,
2022-06-09T20:26:00+02:00,206,
2022-06-09T20:27:00+02:00,219,
2022-06-09T20:28:00+02:00,206,
2022-06-09T20:29:00+02:00,237,
2022-06-09T20:30:00+02:00,214,
2022-06-09T20:31:00+02:00,229,
2022-06-09T20:32:00+02:00,220,
2022-06-09T20:33:00+02:00,229,
2022-06-09T20:34:00+02:00,232,
2022-06-09T20:35:00+02:00,247,
2022-06-09T20:36:00+02:00,239,
2022-06-09T20:37:00+02:00,223,
2022-06-09T20:38:00+02:00,220,
2022-06-09T20:39:00+02:00,220,
2022-06-09T20:40:00+02:00,249,
2022-06-09T20:41:00+02:00,219,
2022-06-09T20:42:00+02:00,236,
2022-06-09T20:43:00+02:00,214,
2022-06-09T20:44:00+02:00,214,
2022-06-09T20:45:00+02:00,234,
2022-06-09T20:46:00+02:00,232,
2022-06-09T20:47:00+02:00,228,
2022-06-09T20:48:00+02:00,229,
2022-06-09T20:49:00+02:00,213,
2022-06-09T20:50:00+02:00,212,
2022-06-09T20:51:00+02:00,206,
2022-06-09T20:52:00+02:00,217,
2022-06-09T20:53:00+02:00,245,
2022-06-09T20:54:00+02:00,234,
2022-06-09T20:55:00+02:00,229,
