date,optics,simple
2022-06-07T18:34:00+02:00,199,
2022-06-07T18:35:00+02:00,200,
2022-06-07T18:36:00+02:00,190,
2022-06-07T18:37:00+02:00,176,
2022-06-07T18:38:00+02:00,196,
2022-06-07T18:39:00+02:00,195,
2022-06-07T18:40:00+02:00,189,
2022-06-07T18:41:00+02:00,187,
2022-06-07T18:42:00+02:00,170,
2022-06-07T18:43:00+02:00,182,
2022-06-07T18:44:00+02:00,172,
2022-06-07T18:45:00+02:00,171,
2022-06-07T18:46:00+02:00,165,
2022-06-07T18:47:00+02:00,181,
2022-06-07T18:48:00+02:00,181,
2022-06-07T18:49:00+02:00,171,
2022-06-07T18:50:00+02:00,153,
2022-06-07T18:51:00+02:00,175,
2022-06-07T18:52:00+02:00,146,
2022-06-07T18:53:00+02:00,160,
2022-06-07T18:54:00+02:00,155,
2022-06-07T18:55:00+02:00,148,
2022-06-07T18:56:00+02:00,148,
2022-06-07T18:57:00+02:00,145,
2022-06-07T18:58:00+02:00,153,
2022-06-07T18:59:00+02:00,187,
2022-06-07T19:00:00+02:00,183,
2022-06-07T19:01:00+02:00,178,
2022-06-07T19:02:00+02:00,176,
2022-06-07T19:03:00+02:00,162,
2022-06-07T19:04:00+02:00,198,
2022-06-07T19:05:00+02:00,177,
2022-06-07T19:06:00+02:00,189,
2022-06-07T19:07:00+02:00,184,
2022-06-07T19:08:00+02:00,199,
2022-06-07T19:09:00+02:00,212,
2022-06-07T19:10:00+02:00,205,
2022-06-07T19:11:00+02:00,196,
2022-06-07T19:12:00+02:00,197,
2022-06-07T19:13:00+02:00,189,
2022-06-07T19:14:00+02:00,205,
2022-06-07T19:15:00+02:00,199,
2022-06-07T19:16:00+02:00,188,
2022-06-07T19:17:00+02:00,203,
2022-06-07T19:18:00+02:00,198,
2022-06-07T19:19:00+02:00,201,
2022-06-07T19:20:00+02:00,197,
2022-06-07T19:21:00+02:00,197,
2022-06-07T19:22:00+02:00,199,
2022-06-07T19:23:00+02:00,174,
2022-06-07T19:24:00+02:00,170,
2022-06-07T19:25:00+02:00,156,
2022-06-07T19:26:00+02:00,165,
2022-06-07T19:27:00+02:00,178,
2022-06-07T19:28:00+02:00,173,
2022-06-07T19:29:00+02:00,216,
2022-06-07T19:30:00+02:00,191,
2022-06-07T19:31:00+02:00,179,
2022-06-07T19:32:00+02:00,191,
2022-06-07T19:33:00+02:00,183,
2022-06-07T19:34:00+02:00,178,
2022-06-07T19:35:00+02:00,186,
2022-06-07T19:36:00+02:00,174,
2022-06-07T19:37:00+02:00,165,
2022-06-07T19:38:00+02:00,181,
2022-06-07T19:39:00+02:00,188,
2022-06-07T19:40:00+02:00,186,
2022-06-07T19:41:00+02:00,212,
2022-06-07T19:42:00+02:00,206,
2022-06-07T19:43:00+02:00,202,
2022-06-07T19:44:00+02:00,203,
2022-06-07T19:45:00+02:00,195,
2022-06-07T19:46:00+02:00,208,
2022-06-07T19:47:00+02:00,190,
2022-06-07T19:48:00+02:00,215,
2022-06-07T19:49:00+02:00,200,
2022-06-07T19:50:00+02:00,217,
2022-06-07T19:51:00+02:00,223,
2022-06-07T19:52:00+02:00,228,
2022-06-07T19:53:00+02:00,215,
2022-06-07T19:54:00+02:00,210,
2022-06-07T19:55:00+02:00,212,
2022-06-07T19:56:00+02:00,229,
2022-06-07T19:57:00+02:00,207,
2022-06-07T19:58:00+02:00,209,
2022-06-07T19:59:00+02:00,226,
2022-06-07T20:00:00+02:00,197,
