date,count
2022-06-08T17:14:11.362338,15
2022-06-08T17:14:20.004648,15
2022-06-08T17:14:30.005365,15
2022-06-08T17:14:40.002328,15
2022-06-08T17:14:50.000367,15
2022-06-08T17:15:00.000990,15
2022-06-08T17:15:10.005298,15
2022-06-08T17:15:20.002516,15
2022-06-08T17:15:30.005214,15
2022-06-08T17:15:40.007012,15
2022-06-08T17:15:50.002068,15
2022-06-08T17:16:00.004876,15
2022-06-08T17:16:10.000448,15
2022-06-08T17:16:20.003845,15
2022-06-08T17:16:30.000335,14
2022-06-08T17:16:40.005075,15
2022-06-08T17:16:50.003467,15
2022-06-08T17:17:00.002124,15
2022-06-08T17:17:10.001769,15
2022-06-08T17:17:20.001999,15
2022-06-08T17:17:30.000640,15
2022-06-08T17:17:40.001792,15
2022-06-08T17:17:50.000780,15
2022-06-08T17:18:00.004541,15
2022-06-08T17:18:10.001743,14
2022-06-08T17:18:20.001596,14
2022-06-08T17:18:30.003849,14
2022-06-08T17:18:40.001178,14
2022-06-08T17:18:50.000594,14
2022-06-08T17:19:00.001327,14
2022-06-08T17:19:10.003942,14
2022-06-08T17:19:20.003574,14
2022-06-08T17:19:30.002124,14
2022-06-08T17:19:40.001539,14
2022-06-08T17:19:50.004091,14
2022-06-08T17:20:00.003980,14
2022-06-08T17:20:10.004261,14
2022-06-08T17:20:20.003341,14
2022-06-08T17:20:30.004283,14
2022-06-08T17:20:40.004764,14
2022-06-08T17:20:50.004668,14
2022-06-08T17:21:00.002779,14
2022-06-08T17:21:10.001738,14
2022-06-08T17:21:20.004182,14
2022-06-08T17:21:30.003306,14
2022-06-08T17:21:40.003370,14
2022-06-08T17:21:50.005364,14
2022-06-08T17:22:00.001777,14
2022-06-08T17:22:10.003417,14
2022-06-08T17:22:20.004685,14
2022-06-08T17:22:30.005212,14
2022-06-08T17:22:40.002408,14
2022-06-08T17:22:50.000331,14
2022-06-08T17:23:00.004241,14
2022-06-08T17:23:10.002813,14
2022-06-08T17:23:20.003420,14
2022-06-08T17:23:30.002430,14
2022-06-08T17:23:40.002856,14
2022-06-08T17:23:50.002910,14
2022-06-08T17:24:00.001832,14
2022-06-08T17:24:10.002652,14
2022-06-08T17:24:20.001081,14
2022-06-08T17:24:30.002525,14
2022-06-08T17:24:40.003645,14
2022-06-08T17:24:50.002478,14
2022-06-08T17:25:00.004224,14
2022-06-08T17:25:10.004474,14
2022-06-08T17:25:20.000402,14
2022-06-08T17:25:30.004946,14
2022-06-08T17:25:40.004745,14
2022-06-08T17:25:50.002245,14
2022-06-08T17:26:00.001719,14
2022-06-08T17:26:10.004742,14
2022-06-08T17:26:20.002720,14
2022-06-08T17:26:30.002284,14
2022-06-08T17:26:40.002908,14
2022-06-08T17:26:50.001344,14
2022-06-08T17:27:00.004364,14
2022-06-08T17:27:10.003836,14
2022-06-08T17:27:20.003901,14
2022-06-08T17:27:30.003676,14
2022-06-08T17:27:40.003638,14
2022-06-08T17:27:50.000607,14
2022-06-08T17:28:00.001773,14
2022-06-08T17:28:10.003721,14
2022-06-08T17:28:20.000713,14
2022-06-08T17:28:30.005476,14
2022-06-08T17:28:40.004899,14
2022-06-08T17:28:50.004961,14
2022-06-08T17:29:00.001046,14
2022-06-08T17:29:10.004187,14
2022-06-08T17:29:20.002582,14
2022-06-08T17:29:30.002373,14
2022-06-08T17:29:40.004550,14
2022-06-08T17:29:50.005408,14
2022-06-08T17:30:00.001850,14
2022-06-08T17:30:10.000469,14
2022-06-08T17:30:20.000576,14
2022-06-08T17:30:30.001423,14
2022-06-08T17:30:40.003568,14
2022-06-08T17:30:50.002862,14
2022-06-08T17:31:00.002823,14
2022-06-08T17:31:10.003149,14
2022-06-08T17:31:20.002331,14
2022-06-08T17:31:30.002220,14
2022-06-08T17:31:40.000547,14
2022-06-08T17:31:50.004086,14
2022-06-08T17:32:00.001775,14
2022-06-08T17:32:10.005418,14
2022-06-08T17:32:20.002774,13
2022-06-08T17:32:30.000530,13
2022-06-08T17:32:40.003027,13
2022-06-08T17:32:50.005479,13
2022-06-08T17:33:00.001835,13
2022-06-08T17:33:10.005454,13
2022-06-08T17:33:20.000390,13
2022-06-08T17:33:30.003018,13
2022-06-08T17:33:40.004780,13
2022-06-08T17:33:50.004096,13
2022-06-08T17:34:00.006019,13
2022-06-08T17:34:10.003939,13
2022-06-08T17:34:20.001473,13
2022-06-08T17:34:30.004334,13
2022-06-08T17:34:40.004327,14
2022-06-08T17:34:50.004666,14
2022-06-08T17:35:00.002027,14
2022-06-08T17:35:10.000501,14
2022-06-08T17:35:20.005147,14
2022-06-08T17:35:30.003957,14
2022-06-08T17:35:40.002994,14
2022-06-08T17:35:50.004210,14
2022-06-08T17:36:00.004491,14
2022-06-08T17:36:10.004557,14
2022-06-08T17:36:20.000519,14
2022-06-08T17:36:30.004499,14
2022-06-08T17:36:40.004957,14
2022-06-08T17:36:50.010624,14
2022-06-08T17:37:00.012195,14
2022-06-08T17:37:10.008678,14
2022-06-08T17:37:20.007556,14
2022-06-08T17:37:30.005581,14
2022-06-08T17:37:40.003144,14
2022-06-08T17:37:50.002557,14
2022-06-08T17:38:00.004582,14
2022-06-08T17:38:10.006904,14
2022-06-08T17:38:20.003854,14
2022-06-08T17:38:30.005584,14
2022-06-08T17:38:40.003824,14
2022-06-08T17:38:50.004350,14
2022-06-08T17:39:00.004751,14
2022-06-08T17:39:10.004586,14
2022-06-08T17:39:20.003152,14
2022-06-08T17:39:30.003296,14
2022-06-08T17:39:40.004429,14
2022-06-08T17:39:50.005006,14
2022-06-08T17:40:00.003951,14
2022-06-08T17:40:10.004867,14
2022-06-08T17:40:20.004308,14
2022-06-08T17:40:30.004464,14
2022-06-08T17:40:40.004306,14
2022-06-08T17:40:50.004302,14
2022-06-08T17:41:00.002138,14
2022-06-08T17:41:10.004675,14
2022-06-08T17:41:20.004701,14
2022-06-08T17:41:30.004127,14
2022-06-08T17:41:40.005022,14
2022-06-08T17:41:50.001824,14
2022-06-08T17:42:00.003094,14
2022-06-08T17:42:10.003646,14
2022-06-08T17:42:20.001993,14
2022-06-08T17:42:30.004803,14
2022-06-08T17:42:40.005440,14
2022-06-08T17:42:50.002494,15
2022-06-08T17:43:00.003598,15
2022-06-08T17:43:10.004727,15
2022-06-08T17:43:20.003212,15
2022-06-08T17:43:30.001030,15
2022-06-08T17:43:40.001749,15
2022-06-08T17:43:50.004698,15
2022-06-08T17:44:00.003436,15
2022-06-08T17:44:10.005076,15
2022-06-08T17:44:20.004849,15
2022-06-08T17:44:30.004746,15
2022-06-08T17:44:40.004848,15
2022-06-08T17:44:50.004871,15
2022-06-08T17:45:00.003790,15
2022-06-08T17:45:10.003645,15
2022-06-08T17:45:20.004647,15
2022-06-08T17:45:30.004845,15
2022-06-08T17:45:40.005343,15
2022-06-08T17:45:50.005279,14
2022-06-08T17:46:00.003444,13
2022-06-08T17:46:10.004587,14
2022-06-08T17:46:20.004323,14
2022-06-08T17:46:30.004120,14
2022-06-08T17:46:40.004953,14
2022-06-08T17:46:50.005096,14
2022-06-08T17:47:00.005259,14
2022-06-08T17:47:10.004214,14
2022-06-08T17:47:20.000577,14
2022-06-08T17:47:30.004540,14
2022-06-08T17:47:40.000590,14
2022-06-08T17:47:50.004948,14
2022-06-08T17:48:00.005136,14
2022-06-08T17:48:10.004207,14
2022-06-08T17:48:20.000943,14
2022-06-08T17:48:30.004714,14
2022-06-08T17:48:40.005261,14
2022-06-08T17:48:50.001255,14
2022-06-08T17:49:00.005266,14
2022-06-08T17:49:10.004487,14
2022-06-08T17:49:20.002670,14
2022-06-08T17:49:30.005063,14
2022-06-08T17:49:40.004461,14
2022-06-08T17:49:50.003741,14
2022-06-08T17:50:00.005014,14
2022-06-08T17:50:10.004573,14
2022-06-08T17:50:20.001504,14
2022-06-08T17:50:30.002695,14
2022-06-08T17:50:40.001316,14
2022-06-08T17:50:50.000775,14
2022-06-08T17:51:00.002649,14
2022-06-08T17:51:10.004944,14
2022-06-08T17:51:20.003983,13
2022-06-08T17:51:30.005338,13
2022-06-08T17:51:40.005321,13
2022-06-08T17:51:50.004684,13
2022-06-08T17:52:00.001671,13
2022-06-08T17:52:10.005300,13
2022-06-08T17:52:20.004932,13
2022-06-08T17:52:30.001340,13
2022-06-08T17:52:40.003198,13
2022-06-08T17:52:50.004904,13
2022-06-08T17:53:00.004849,13
2022-06-08T17:53:10.001531,13
2022-06-08T17:53:20.004650,13
2022-06-08T17:53:30.004963,13
2022-06-08T17:53:40.001605,13
2022-06-08T17:53:50.004182,13
2022-06-08T17:54:00.005217,12
2022-06-08T17:54:10.004879,12
2022-06-08T17:54:20.004978,12
2022-06-08T17:54:30.005068,12
2022-06-08T17:54:40.005337,12
2022-06-08T17:54:50.002650,12
2022-06-08T17:55:00.004329,12
2022-06-08T17:55:10.004787,12
2022-06-08T17:55:20.002666,12
2022-06-08T17:55:30.005255,13
2022-06-08T17:55:40.003017,13
2022-06-08T17:55:50.004711,13
2022-06-08T17:56:00.005184,13
2022-06-08T17:56:10.002680,14
2022-06-08T17:56:20.004204,14
2022-06-08T17:56:30.004754,14
2022-06-08T17:56:40.002403,14
2022-06-08T17:56:50.003159,14
2022-06-08T17:57:00.005078,14
2022-06-08T17:57:10.005041,14
2022-06-08T17:57:20.002259,14
2022-06-08T17:57:30.004814,13
2022-06-08T17:57:40.004650,13
2022-06-08T17:57:50.005357,13
2022-06-08T17:58:00.005126,13
2022-06-08T17:58:10.002467,13
2022-06-08T17:58:20.001991,13
2022-06-08T17:58:30.005100,13
2022-06-08T17:58:40.004655,13
2022-06-08T17:58:50.005075,13
2022-06-08T17:59:00.004755,13
2022-06-08T17:59:10.004675,13
2022-06-08T17:59:20.004794,13
2022-06-08T17:59:30.001261,13
2022-06-08T17:59:40.004271,13
2022-06-08T17:59:50.005332,13
2022-06-08T18:00:00.005606,13
2022-06-08T18:00:10.005385,13
2022-06-08T18:00:20.004027,13
2022-06-08T18:00:30.003887,13
2022-06-08T18:00:40.004760,13
2022-06-08T18:00:50.001676,13
2022-06-08T18:01:00.004275,13
2022-06-08T18:01:10.002924,13
2022-06-08T18:01:20.003891,13
2022-06-08T18:01:30.004530,13
2022-06-08T18:01:40.002373,13
2022-06-08T18:01:50.003218,12
2022-06-08T18:02:00.004312,12
2022-06-08T18:02:10.001174,12
2022-06-08T18:02:20.003901,12
2022-06-08T18:02:30.000712,12
2022-06-08T18:02:40.004694,12
2022-06-08T18:02:50.004651,12
2022-06-08T18:03:00.003283,12
2022-06-08T18:03:10.003946,12
2022-06-08T18:03:20.004899,12
2022-06-08T18:03:30.003353,12
2022-06-08T18:03:40.005051,12
2022-06-08T18:03:50.003072,12
2022-06-08T18:04:00.006563,14
2022-06-08T18:04:10.004477,13
2022-06-08T18:04:20.004664,13
2022-06-08T18:04:30.005254,13
2022-06-08T18:04:40.004042,13
